gen,best_feasible_obj,best_overall_obj,feasible_ratio,mean_infeasible_violation,lambda,alpha,elapsed_sec,gen_time_sec
36,-6857.66,-6857.66,1,0,100,5,0.000697083,1.8208e-05
37,-6857.66,-6857.66,1,0,100,5,0.000715208,1.8125e-05
38,-6857.66,-6857.66,1,0,100,5,0.000734,1.8792e-05
39,-6857.66,-6857.66,1,0,100,5,0.000752333,1.8333e-05
40,-6857.66,-6857.66,1,0,100,5,0.000771792,1.9459e-05
41,-6857.66,-6857.66,1,0,100,5,0.000790875,1.9083e-05
42,-6857.66,-6857.66,1,0,100,5,0.000809083,1.8208e-05
43,-6857.66,-6857.66,1,0,100,5,0.000827667,1.8584e-05
44,-6857.66,-6857.66,1,0,100,5,0.000846125,1.8458e-05
45,-6857.66,-6857.66,1,0,100,5,0.000864625,1.85e-05
46,-6857.66,-6857.66,1,0,100,5,0.000883083,1.8458e-05
47,-6857.66,-6857.66,1,0,100,5,0.000902125,1.9042e-05
48,-6857.66,-6857.66,1,0,100,5,0.000921542,1.9417e-05
49,-6857.66,-6857.66,1,0,100,5,0.000940417,1.8875e-05
50,-6857.66,-6857.66,1,0,100,5,0.000959292,1.8875e-05
51,-6857.75,-6857.75,1,0,100,5,0.000978042,1.875e-05
52,-6857.75,-6857.75,1,0,100,5,0.000997083,1.9041e-05
53,-6857.75,-6857.75,1,0,100,5,0.00101667,1.9584e-05
54,-6857.75,-6857.75,1,0,100,5,0.00103625,1.9583e-05
55,-6857.75,-6857.75,1,0,100,5,0.00105579,1.9542e-05
56,-6857.75,-6857.75,1,0,100,5,0.00107517,1.9375e-05
57,-6857.75,-6857.75,1,0,100,5,0.00109467,1.95e-05
58,-6857.75,-6857.75,1,0,100,5,0.00111513,2.0458e-05
59,-6857.75,-6857.75,1,0,100,5,0.00113554,2.0417e-05
60,-6857.75,-6857.75,1,0,100,5,0.00115583,2.0291e-05
61,-6857.75,-6857.75,1,0,100,5,0.00117604,2.0209e-05
62,-6857.75,-6857.75,1,0,100,5,0.00119642,2.0375e-05
63,-6857.75,-6857.75,1,0,100,5,0.00121617,1.975e-05
64,-6857.75,-6857.75,1,0,100,5,0.001236,1.9833e-05
65,-6857.75,-6857.75,1,0,100,5,0.00125613,2.0125e-05
66,-6857.75,-6857.75,1,0,100,5,0.00127612,2e-05
67,-6857.75,-6857.75,1,0,100,5,0.00129621,2.0083e-05
68,-6857.75,-6857.75,1,0,100,5,0.00131575,1.9542e-05
69,-6857.75,-6857.75,1,0,100,5,0.00133558,1.9833e-05
70,-6857.75,-6857.75,1,0,100,5,0.00135454,1.8959e-05
71,-6857.75,-6857.75,1,0,100,5,0.00137317,1.8625e-05
72,-6858.42,-6858.42,1,0,100,5,0.00139258,1.9416e-05
73,-6858.42,-6858.42,1,0,100,5,0.00141254,1.9959e-05
74,-6858.47,-6858.47,1,0,100,5,0.00144467,3.2125e-05
75,-6858.47,-6858.47,1,0,100,5,0.00146387,1.9208e-05
76,-6858.47,-6858.47,1,0,100,5,0.00148358,1.9708e-05
77,-6858.47,-6858.47,1,0,100,5,0.00150392,2.0334e-05
78,-6858.47,-6858.47,1,0,100,5,0.00152354,1.9625e-05
79,-6858.49,-6858.49,1,0,100,5,0.00154346,1.9916e-05
80,-6858.49,-6858.49,1,0,100,5,0.00156367,2.0209e-05
81,-6858.49,-6858.49,1,0,100,5,0.00158342,1.975e-05
82,-6858.49,-6858.49,1,0,100,5,0.00160204,1.8625e-05
83,-6858.49,-6858.49,1,0,100,5,0.00162071,1.8666e-05
84,-6858.49,-6858.49,1,0,100,5,0.001639,1.8292e-05
85,-6858.49,-6858.49,1,0,100,5,0.00165833,1.9333e-05
86,-6858.49,-6858.49,1,0,100,5,0.00167675,1.8417e-05
87,-6858.49,-6858.49,1,0,100,5,0.00169517,1.8417e-05
88,-6858.49,-6858.49,1,0,100,5,0.00171333,1.8166e-05
89,-6858.49,-6858.49,1,0,100,5,0.00173133,1.8e-05
90,-6858.49,-6858.49,1,0,100,5,0.00174963,1.8292e-05
91,-6858.49,-6858.49,1,0,100,5,0.00176904,1.9417e-05
92,-6858.49,-6858.49,1,0,100,5,0.00178842,1.9375e-05
93,-6858.49,-6858.49,1,0,100,5,0.0018075,1.9083e-05
94,-6858.49,-6858.49,1,0,100,5,0.00182629,1.8792e-05
95,-6858.59,-6858.59,1,0,100,5,0.00184558,1.9291e-05
96,-6858.6,-6858.6,1,0,100,5,0.00186538,1.9792e-05
97,-6858.6,-6858.6,1,0,100,5,0.00188458,1.9208e-05
98,-6858.6,-6858.6,1,0,100,5,0.00190413,1.9542e-05
99,-6858.6,-6858.6,1,0,100,5,0.00192371,1.9583e-05
100,-6858.6,-6858.6,1,0,100,5,0.00194275,1.9042e-05
